study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA301002	SAMN04229056	SRS1153597	SRX1420359	SRR2906208	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906208/SRR2906208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906208/SRR2906208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906208/SRR2906208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906208/SRR2906208_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906208	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906208		
PRJNA301002	SAMN04229097	SRS1153596	SRX1420360	SRR2906209	44932	Boreogadus saida	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906209/SRR2906209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906209/SRR2906209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906209/SRR2906209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906209/SRR2906209_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906209	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906209		
PRJNA301002	SAMN04229098	SRS1153594	SRX1420361	SRR2906210	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906210/SRR2906210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906210/SRR2906210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906210/SRR2906210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906210/SRR2906210_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906210	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906210		
PRJNA301002	SAMN04229099	SRS1153595	SRX1420362	SRR2906211	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906211/SRR2906211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906211/SRR2906211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906211/SRR2906211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906211/SRR2906211_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906211	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906211		
PRJNA301002	SAMN04229100	SRS1153593	SRX1420363	SRR2906212	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906212/SRR2906212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906212/SRR2906212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906212/SRR2906212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906212/SRR2906212_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906212	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906212		
PRJNA301002	SAMN04229101	SRS1153592	SRX1420364	SRR2906213	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906213/SRR2906213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906213/SRR2906213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906213/SRR2906213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906213/SRR2906213_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906213	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906213		
PRJNA301002	SAMN04229102	SRS1153590	SRX1420365	SRR2906214	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906214/SRR2906214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906214/SRR2906214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906214/SRR2906214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906214/SRR2906214_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906214	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906214		
PRJNA301002	SAMN04229103	SRS1153591	SRX1420366	SRR2906215	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906215/SRR2906215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906215/SRR2906215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906215/SRR2906215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906215/SRR2906215_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906215	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906215		
PRJNA301002	SAMN04229104	SRS1153589	SRX1420367	SRR2906216	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906216/SRR2906216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906216/SRR2906216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906216/SRR2906216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906216/SRR2906216_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906216	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906216		
PRJNA301002	SAMN04229105	SRS1153588	SRX1420368	SRR2906217	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906217/SRR2906217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906217/SRR2906217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906217/SRR2906217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906217/SRR2906217_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906217	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906217		
PRJNA301002	SAMN04229106	SRS1153586	SRX1420369	SRR2906218	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906218/SRR2906218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906218/SRR2906218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906218/SRR2906218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906218/SRR2906218_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906218	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906218		
PRJNA301002	SAMN04229107	SRS1153587	SRX1420370	SRR2906219	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906219/SRR2906219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906219/SRR2906219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906219/SRR2906219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906219/SRR2906219_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906219	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906219		
PRJNA301002	SAMN04229108	SRS1153585	SRX1420371	SRR2906220	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906220/SRR2906220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906220/SRR2906220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906220/SRR2906220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906220/SRR2906220_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906220	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906220		
PRJNA301002	SAMN04229109	SRS1153584	SRX1420372	SRR2906221	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906221/SRR2906221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906221/SRR2906221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906221/SRR2906221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906221/SRR2906221_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906221	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906221		
PRJNA301002	SAMN04229110	SRS1153583	SRX1420373	SRR2906222	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906222/SRR2906222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906222/SRR2906222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906222/SRR2906222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906222/SRR2906222_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906222	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906222		
PRJNA301002	SAMN04229111	SRS1153582	SRX1420374	SRR2906223	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906223/SRR2906223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906223/SRR2906223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906223/SRR2906223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906223/SRR2906223_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906223	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906223		
PRJNA301002	SAMN04229112	SRS1153581	SRX1420375	SRR2906224	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906224/SRR2906224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906224/SRR2906224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906224/SRR2906224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906224/SRR2906224_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906224	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906224		
PRJNA301002	SAMN04229113	SRS1153580	SRX1420376	SRR2906225	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906225/SRR2906225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906225/SRR2906225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906225/SRR2906225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906225/SRR2906225_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906225	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906225		
PRJNA301002	SAMN04229114	SRS1153579	SRX1420377	SRR2906226	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906226/SRR2906226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906226/SRR2906226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906226/SRR2906226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906226/SRR2906226_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906226	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906226		
PRJNA301002	SAMN04229115	SRS1153578	SRX1420378	SRR2906227	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906227/SRR2906227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906227/SRR2906227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906227/SRR2906227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906227/SRR2906227_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906227	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906227		
PRJNA301002	SAMN04229116	SRS1153577	SRX1420379	SRR2906228	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906228/SRR2906228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906228/SRR2906228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906228/SRR2906228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906228/SRR2906228_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906228	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906228		
PRJNA301002	SAMN04229117	SRS1153576	SRX1420380	SRR2906229	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906229/SRR2906229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906229/SRR2906229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906229/SRR2906229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906229/SRR2906229_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906229	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906229		
PRJNA301002	SAMN04229118	SRS1153575	SRX1420381	SRR2906230	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906230/SRR2906230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906230/SRR2906230_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906230/SRR2906230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906230/SRR2906230_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906230	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906230		
PRJNA301002	SAMN04229119	SRS1153574	SRX1420382	SRR2906231	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906231/SRR2906231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906231/SRR2906231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906231/SRR2906231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906231/SRR2906231_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906231	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906231		
PRJNA301002	SAMN04229120	SRS1153573	SRX1420383	SRR2906232	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906232/SRR2906232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906232/SRR2906232_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906232/SRR2906232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906232/SRR2906232_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906232	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906232		
PRJNA301002	SAMN04229121	SRS1153572	SRX1420384	SRR2906233	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906233/SRR2906233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906233/SRR2906233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906233/SRR2906233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906233/SRR2906233_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906233	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906233		
PRJNA301002	SAMN04229122	SRS1153571	SRX1420385	SRR2906234	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906234/SRR2906234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906234/SRR2906234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906234/SRR2906234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906234/SRR2906234_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906234	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906234		
PRJNA301002	SAMN04229123	SRS1153570	SRX1420386	SRR2906235	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906235/SRR2906235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906235/SRR2906235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906235/SRR2906235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906235/SRR2906235_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906235	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906235		
PRJNA301002	SAMN04229124	SRS1153569	SRX1420387	SRR2906236	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906236/SRR2906236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906236/SRR2906236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906236/SRR2906236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906236/SRR2906236_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906236	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906236		
PRJNA301002	SAMN04229125	SRS1153568	SRX1420388	SRR2906237	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906237/SRR2906237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906237/SRR2906237_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906237/SRR2906237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906237/SRR2906237_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906237	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906237		
PRJNA301002	SAMN04229126	SRS1153567	SRX1420389	SRR2906238	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906238/SRR2906238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906238/SRR2906238_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906238/SRR2906238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906238/SRR2906238_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906238	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906238		
PRJNA301002	SAMN04229127	SRS1153566	SRX1420390	SRR2906239	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906239/SRR2906239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906239/SRR2906239_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906239/SRR2906239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906239/SRR2906239_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906239	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906239		
PRJNA301002	SAMN04229128	SRS1153565	SRX1420391	SRR2906240	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906240/SRR2906240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906240/SRR2906240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906240/SRR2906240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906240/SRR2906240_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906240	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906240		
PRJNA301002	SAMN04229129	SRS1153564	SRX1420392	SRR2906241	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906241/SRR2906241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906241/SRR2906241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906241/SRR2906241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906241/SRR2906241_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906241	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906241		
PRJNA301002	SAMN04229130	SRS1153563	SRX1420393	SRR2906242	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906242/SRR2906242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906242/SRR2906242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906242/SRR2906242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906242/SRR2906242_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906242	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906242		
PRJNA301002	SAMN04229131	SRS1153562	SRX1420394	SRR2906243	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906243/SRR2906243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906243/SRR2906243_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906243/SRR2906243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906243/SRR2906243_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906243	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906243		
PRJNA301002	SAMN04229132	SRS1153561	SRX1420395	SRR2906244	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906244/SRR2906244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906244/SRR2906244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906244/SRR2906244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906244/SRR2906244_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906244	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906244		
PRJNA301002	SAMN04229133	SRS1153559	SRX1420396	SRR2906245	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906245/SRR2906245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906245/SRR2906245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906245/SRR2906245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906245/SRR2906245_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906245	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906245		
