study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB12469	SAMEA4028782	ERS1199892	ERX1545004	ERR1473857	241836	Trachyrincus murrayi	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473857/ERR1473857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473857/ERR1473857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473857/ERR1473857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473857/ERR1473857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473857/Fish_94_5D_2_AGTTCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473857/Fish_94_5D_2_AGTTCC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473857/Fish_94_5D_2_AGTTCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473857/Fish_94_5D_2_AGTTCC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/007/ERR1473857	ftp.sra.ebi.ac.uk/vol1/err/ERR147/007/ERR1473857		
PRJEB12469	SAMEA4028782	ERS1199892	ERX1545005	ERR1473858	241836	Trachyrincus murrayi	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473858/ERR1473858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473858/ERR1473858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473858/ERR1473858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473858/ERR1473858_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473858/Fish_94_5D_AGTTCC_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473858/Fish_94_5D_AGTTCC_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473858/Fish_94_5D_AGTTCC_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473858/Fish_94_5D_AGTTCC_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/008/ERR1473858	ftp.sra.ebi.ac.uk/vol1/err/ERR147/008/ERR1473858		
PRJEB12469	SAMEA4028782	ERS1199892	ERX1545006	ERR1473859	241836	Trachyrincus murrayi	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473859/ERR1473859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473859/ERR1473859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473859/ERR1473859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473859/ERR1473859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473859/Fish_94_5D_AGTTCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473859/Fish_94_5D_AGTTCC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473859/Fish_94_5D_AGTTCC_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473859/Fish_94_5D_AGTTCC_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/009/ERR1473859	ftp.sra.ebi.ac.uk/vol1/err/ERR147/009/ERR1473859		
PRJEB12469	SAMEA4028783	ERS1199893	ERX1545007	ERR1473860	248765	Mora moro	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473860/ERR1473860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473860/ERR1473860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473860/ERR1473860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473860/ERR1473860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473860/6_Index_14.22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473860/6_Index_14.22_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473860/6_Index_14.22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473860/6_Index_14.22_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/000/ERR1473860	ftp.sra.ebi.ac.uk/vol1/err/ERR147/000/ERR1473860		
PRJEB12469	SAMEA4028783	ERS1199893	ERX1545008	ERR1473861	248765	Mora moro	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473861/ERR1473861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473861/ERR1473861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473861/ERR1473861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473861/ERR1473861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473861/HI.1644.001.Index_14.Fish_22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473861/HI.1644.001.Index_14.Fish_22_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473861/HI.1644.001.Index_14.Fish_22_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473861/HI.1644.001.Index_14.Fish_22_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/001/ERR1473861	ftp.sra.ebi.ac.uk/vol1/err/ERR147/001/ERR1473861		
PRJEB12469	SAMEA4028784	ERS1199894	ERX1545009	ERR1473862	1784819	Laemonema laureysi	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473862/ERR1473862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473862/ERR1473862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473862/ERR1473862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473862/ERR1473862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473862/6_Index_15.23_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473862/6_Index_15.23_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473862/6_Index_15.23_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473862/6_Index_15.23_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/002/ERR1473862	ftp.sra.ebi.ac.uk/vol1/err/ERR147/002/ERR1473862		
PRJEB12469	SAMEA4028785	ERS1199895	ERX1545010	ERR1473863	630650	Bathygadus melanobranchus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473863/ERR1473863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473863/ERR1473863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473863/ERR1473863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473863/ERR1473863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473863/5_Index-8.19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473863/5_Index-8.19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473863/5_Index-8.19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473863/5_Index-8.19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/003/ERR1473863	ftp.sra.ebi.ac.uk/vol1/err/ERR147/003/ERR1473863		
PRJEB12469	SAMEA4028786	ERS1199896	ERX1545011	ERR1473864	473319	Macrourus berglax	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473864/ERR1473864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473864/ERR1473864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473864/ERR1473864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473864/ERR1473864_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473864/5_Index-1.17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473864/5_Index-1.17_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473864/5_Index-1.17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473864/5_Index-1.17_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/004/ERR1473864	ftp.sra.ebi.ac.uk/vol1/err/ERR147/004/ERR1473864		
PRJEB12469	SAMEA4028786	ERS1199896	ERX1545012	ERR1473865	473319	Macrourus berglax	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473865/ERR1473865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473865/ERR1473865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473865/ERR1473865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473865/ERR1473865_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473865/HI.1644.002.Index_1.Fish_17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473865/HI.1644.002.Index_1.Fish_17_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473865/HI.1644.002.Index_1.Fish_17_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473865/HI.1644.002.Index_1.Fish_17_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/005/ERR1473865	ftp.sra.ebi.ac.uk/vol1/err/ERR147/005/ERR1473865		
PRJEB12469	SAMEA4028787	ERS1199897	ERX1545013	ERR1473866	630739	Malacocephalus occidentalis	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473866/ERR1473866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473866/ERR1473866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473866/ERR1473866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473866/ERR1473866_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473866/5_Index-3.18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473866/5_Index-3.18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473866/5_Index-3.18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473866/5_Index-3.18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/006/ERR1473866	ftp.sra.ebi.ac.uk/vol1/err/ERR147/006/ERR1473866		
PRJEB12469	SAMEA4028788	ERS1199898	ERX1545014	ERR1473867	163115	Phycis blennoides	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473867/ERR1473867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473867/ERR1473867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473867/ERR1473867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473867/ERR1473867_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473867/Fish_95_5E_2_ATGTCA_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473867/Fish_95_5E_2_ATGTCA_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473867/Fish_95_5E_2_ATGTCA_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473867/Fish_95_5E_2_ATGTCA_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/007/ERR1473867	ftp.sra.ebi.ac.uk/vol1/err/ERR147/007/ERR1473867		
PRJEB12469	SAMEA4028788	ERS1199898	ERX1545015	ERR1473868	163115	Phycis blennoides	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473868/ERR1473868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473868/ERR1473868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473868/ERR1473868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473868/ERR1473868_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473868/Fish_95_5E_2_ATGTCA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473868/Fish_95_5E_2_ATGTCA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473868/Fish_95_5E_2_ATGTCA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473868/Fish_95_5E_2_ATGTCA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/008/ERR1473868	ftp.sra.ebi.ac.uk/vol1/err/ERR147/008/ERR1473868		
PRJEB12469	SAMEA4028788	ERS1199898	ERX1545016	ERR1473869	163115	Phycis blennoides	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473869/ERR1473869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473869/ERR1473869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473869/ERR1473869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473869/ERR1473869_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473869/Fish_95_5E_ATGTCA_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473869/Fish_95_5E_ATGTCA_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473869/Fish_95_5E_ATGTCA_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473869/Fish_95_5E_ATGTCA_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/009/ERR1473869	ftp.sra.ebi.ac.uk/vol1/err/ERR147/009/ERR1473869		
PRJEB12469	SAMEA4028788	ERS1199898	ERX1545017	ERR1473870	163115	Phycis blennoides	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473870/ERR1473870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473870/ERR1473870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473870/ERR1473870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/000/ERR1473870/ERR1473870_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473870/Fish_95_5E_ATGTCA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473870/Fish_95_5E_ATGTCA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473870/Fish_95_5E_ATGTCA_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473870/Fish_95_5E_ATGTCA_L002_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/000/ERR1473870	ftp.sra.ebi.ac.uk/vol1/err/ERR147/000/ERR1473870		
PRJEB12469	SAMEA4028789	ERS1199899	ERX1545018	ERR1473871	349666	Phycis phycis	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473871/ERR1473871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473871/ERR1473871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473871/ERR1473871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/001/ERR1473871/ERR1473871_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473871/3_Index-5.9_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473871/3_Index-5.9_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473871/3_Index-5.9_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473871/3_Index-5.9_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/001/ERR1473871	ftp.sra.ebi.ac.uk/vol1/err/ERR147/001/ERR1473871		
PRJEB12469	SAMEA4028790	ERS1199900	ERX1545019	ERR1473872	69944	Lota lota	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473872/ERR1473872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473872/ERR1473872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473872/ERR1473872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/002/ERR1473872/ERR1473872_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473872/3_Index-7.11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473872/3_Index-7.11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473872/3_Index-7.11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473872/3_Index-7.11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/002/ERR1473872	ftp.sra.ebi.ac.uk/vol1/err/ERR147/002/ERR1473872		
PRJEB12469	SAMEA4028790	ERS1199900	ERX1545020	ERR1473873	69944	Lota lota	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473873/ERR1473873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473873/ERR1473873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473873/ERR1473873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/003/ERR1473873/ERR1473873_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473873/HI.1644.002.Index_7.Fish_11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473873/HI.1644.002.Index_7.Fish_11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473873/HI.1644.002.Index_7.Fish_11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473873/HI.1644.002.Index_7.Fish_11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/003/ERR1473873	ftp.sra.ebi.ac.uk/vol1/err/ERR147/003/ERR1473873		
PRJEB12469	SAMEA4028791	ERS1199901	ERX1545021	ERR1473874	163112	Molva molva	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473874/ERR1473874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473874/ERR1473874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473874/ERR1473874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/004/ERR1473874/ERR1473874_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473874/3_Index-6.10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473874/3_Index-6.10_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473874/3_Index-6.10_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473874/3_Index-6.10_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/004/ERR1473874	ftp.sra.ebi.ac.uk/vol1/err/ERR147/004/ERR1473874		
PRJEB12469	SAMEA4028792	ERS1199902	ERX1545022	ERR1473875	81638	Brosme brosme	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473875/ERR1473875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473875/ERR1473875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473875/ERR1473875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/005/ERR1473875/ERR1473875_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473875/3_Index-12.12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473875/3_Index-12.12_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473875/3_Index-12.12_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473875/3_Index-12.12_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/005/ERR1473875	ftp.sra.ebi.ac.uk/vol1/err/ERR147/005/ERR1473875		
PRJEB12469	SAMEA4028793	ERS1199903	ERX1545023	ERR1473876	80722	Trisopterus minutus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473876/ERR1473876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473876/ERR1473876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473876/ERR1473876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/006/ERR1473876/ERR1473876_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473876/1_Index-5.3_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473876/1_Index-5.3_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473876/1_Index-5.3_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473876/1_Index-5.3_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/006/ERR1473876	ftp.sra.ebi.ac.uk/vol1/err/ERR147/006/ERR1473876		
PRJEB12469	SAMEA4028794	ERS1199904	ERX1545024	ERR1473877	185737	Gadiculus argenteus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473877/ERR1473877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473877/ERR1473877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473877/ERR1473877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/007/ERR1473877/ERR1473877_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473877/2_Index-4.8_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473877/2_Index-4.8_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473877/2_Index-4.8_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473877/2_Index-4.8_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/007/ERR1473877	ftp.sra.ebi.ac.uk/vol1/err/ERR147/007/ERR1473877		
PRJEB12469	SAMEA4028795	ERS1199905	ERX1545025	ERR1473878	8060	Pollachius virens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473878/ERR1473878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473878/ERR1473878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473878/ERR1473878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/008/ERR1473878/ERR1473878_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473878/1_Index-6.4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473878/1_Index-6.4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473878/1_Index-6.4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473878/1_Index-6.4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/008/ERR1473878	ftp.sra.ebi.ac.uk/vol1/err/ERR147/008/ERR1473878		
PRJEB12469	SAMEA4028796	ERS1199906	ERX1545026	ERR1473879	8056	Melanogrammus aeglefinus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473879/ERR1473879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473879/ERR1473879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473879/ERR1473879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/009/ERR1473879/ERR1473879_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473879/7_Index-7.5_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473879/7_Index-7.5_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473879/7_Index-7.5_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR1473879/7_Index-7.5_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR147/009/ERR1473879	ftp.sra.ebi.ac.uk/vol1/err/ERR147/009/ERR1473879		
